"","yr1status","YrFireName","Species","DBH_cm","Genus_species","CVS_percent","BCHM_m","BTL"
"131444",1,"2006 - Tripod","PIPO",12.192,"Pinus_ponderosa",100,4.33,0
"131445",1,"2006 - Tripod","PIPO",10.414,"Pinus_ponderosa",100,2.35,0
"131446",1,"2006 - Tripod","PIPO",23.368,"Pinus_ponderosa",100,7.74,1
"131447",1,"2006 - Tripod","PIPO",30.48,"Pinus_ponderosa",100,8.02,1
"131448",1,"2006 - Tripod","PIPO",14.224,"Pinus_ponderosa",100,5.67,0
"131449",1,"2006 - Tripod","PIPO",32.512,"Pinus_ponderosa",18,7.5,1
"131450",1,"2006 - Tripod","PIPO",12.954,"Pinus_ponderosa",100,2.87,0
"131451",1,"2006 - Tripod","PIPO",10.922,"Pinus_ponderosa",100,3.32,0
"131452",1,"2006 - Tripod","PIPO",10.668,"Pinus_ponderosa",100,3.44,0
"131453",1,"2006 - Tripod","PIPO",9.652,"Pinus_ponderosa",100,2.77,0
"131454",1,"2006 - Tripod","PIPO",38.862,"Pinus_ponderosa",100,9.85,1
"131455",0,"2006 - Tripod","PIPO",29.718,"Pinus_ponderosa",100,5.03,0
"131456",0,"2006 - Tripod","PIPO",125.476,"Pinus_ponderosa",61,9.85,1
"131457",1,"2006 - Tripod","PIPO",12.192,"Pinus_ponderosa",100,3.08,0
"131458",0,"2006 - Tripod","PIPO",109.982,"Pinus_ponderosa",52,10.33,0
"131459",1,"2006 - Tripod","PIPO",25.654,"Pinus_ponderosa",100,8.78,0
"131460",1,"2006 - Tripod","PIPO",19.304,"Pinus_ponderosa",100,11.92,0
"131461",1,"2006 - Tripod","PIPO",25.146,"Pinus_ponderosa",100,11.25,0
"131462",1,"2006 - Tripod","PIPO",18.542,"Pinus_ponderosa",100,10.06,0
"131463",1,"2006 - Tripod","PIPO",54.102,"Pinus_ponderosa",100,12.95,1
"131464",1,"2006 - Tripod","PIPO",34.036,"Pinus_ponderosa",100,13.32,1
"131465",1,"2006 - Tripod","PIPO",10.414,"Pinus_ponderosa",100,3.35,0
"131466",1,"2006 - Tripod","PIPO",19.05,"Pinus_ponderosa",100,7.16,0
"131467",1,"2006 - Tripod","PIPO",28.956,"Pinus_ponderosa",100,11.67,1
"131468",1,"2006 - Tripod","PIPO",13.716,"Pinus_ponderosa",100,7.56,0
"131469",1,"2006 - Tripod","PIPO",18.542,"Pinus_ponderosa",100,8.17,0
"131470",1,"2006 - Tripod","PIPO",31.75,"Pinus_ponderosa",100,12.41,1
"131471",1,"2006 - Tripod","PIPO",30.48,"Pinus_ponderosa",100,10.79,0
"131472",1,"2006 - Tripod","PIPO",30.988,"Pinus_ponderosa",100,6.52,1
"131473",1,"2006 - Tripod","PIPO",25.908,"Pinus_ponderosa",100,12.25,1
"131474",1,"2006 - Tripod","PIPO",13.716,"Pinus_ponderosa",100,2.83,0
"131475",1,"2006 - Tripod","PIPO",10.414,"Pinus_ponderosa",100,3.54,0
"131476",1,"2006 - Tripod","PIPO",14.478,"Pinus_ponderosa",100,5.27,0
"131477",1,"2006 - Tripod","PIPO",13.208,"Pinus_ponderosa",100,4.33,0
"131478",1,"2006 - Tripod","PIPO",42.418,"Pinus_ponderosa",100,21.67,1
"131479",1,"2006 - Tripod","PIPO",18.034,"Pinus_ponderosa",100,7.71,0
"131480",1,"2006 - Tripod","PIPO",10.414,"Pinus_ponderosa",100,3.78,0
"131481",1,"2006 - Tripod","PIPO",12.954,"Pinus_ponderosa",100,4.6,0
"131482",1,"2006 - Tripod","PIPO",35.814,"Pinus_ponderosa",100,16.34,1
"131483",1,"2006 - Tripod","PIPO",8.128,"Pinus_ponderosa",100,3.63,0
"131484",1,"2006 - Tripod","PIPO",24.13,"Pinus_ponderosa",100,4.66,1
"131485",1,"2006 - Tripod","PIPO",7.874,"Pinus_ponderosa",100,4.18,0
"131486",1,"2006 - Tripod","PIPO",22.606,"Pinus_ponderosa",100,10.27,0
"131487",1,"2006 - Tripod","PIPO",18.542,"Pinus_ponderosa",100,7.41,0
"131488",1,"2006 - Tripod","PIPO",12.192,"Pinus_ponderosa",100,8.99,0
"131489",0,"2006 - Tripod","PIPO",92.964,"Pinus_ponderosa",99,16.37,1
"131490",1,"2006 - Tripod","PIPO",9.652,"Pinus_ponderosa",100,3.6,0
"131491",1,"2006 - Tripod","PIPO",14.478,"Pinus_ponderosa",100,4.45,0
"131492",1,"2006 - Tripod","PIPO",14.224,"Pinus_ponderosa",100,3.87,0
"131493",1,"2006 - Tripod","PIPO",21.082,"Pinus_ponderosa",100,9.02,0
"131494",1,"2006 - Tripod","PIPO",9.144,"Pinus_ponderosa",100,1.95,0
"131495",1,"2006 - Tripod","PIPO",13.208,"Pinus_ponderosa",100,1.92,0
"131496",1,"2006 - Tripod","PIPO",11.176,"Pinus_ponderosa",100,2.35,0
"131497",1,"2006 - Tripod","PIPO",9.652,"Pinus_ponderosa",100,1.68,0
"131498",1,"2006 - Tripod","PIPO",9.652,"Pinus_ponderosa",100,2.38,0
"131499",1,"2006 - Tripod","PIPO",8.382,"Pinus_ponderosa",100,2.38,0
"131500",1,"2006 - Tripod","PIPO",27.178,"Pinus_ponderosa",100,7.99,0
"131501",1,"2006 - Tripod","PIPO",10.16,"Pinus_ponderosa",100,1.77,0
"131502",0,"2006 - Tripod","PIPO",75.438,"Pinus_ponderosa",91,9.94,1
"131503",0,"2006 - Tripod","PIPO",57.404,"Pinus_ponderosa",85,7.44,0
"131504",1,"2006 - Tripod","PIPO",30.988,"Pinus_ponderosa",100,12.8,1
"131505",1,"2006 - Tripod","PIPO",31.75,"Pinus_ponderosa",100,12.28,1
"131506",1,"2006 - Tripod","PIPO",14.732,"Pinus_ponderosa",100,7.71,0
"131507",1,"2006 - Tripod","PIPO",26.67,"Pinus_ponderosa",100,16.34,1
"131508",0,"2006 - Tripod","PIPO",27.178,"Pinus_ponderosa",29,1.62,0
"131509",0,"2006 - Tripod","PIPO",46.736,"Pinus_ponderosa",0,3.66,0
"131510",0,"2006 - Tripod","PIPO",56.388,"Pinus_ponderosa",0,4.3,0
"131511",0,"2006 - Tripod","PIPO",31.242,"Pinus_ponderosa",0,5.3,0
"131512",0,"2006 - Tripod","PIPO",57.912,"Pinus_ponderosa",0,6.25,0
"131513",0,"2006 - Tripod","PIPO",33.782,"Pinus_ponderosa",0,2.71,0
"131514",0,"2006 - Tripod","PIPO",54.864,"Pinus_ponderosa",20,0.46,0
"131515",0,"2006 - Tripod","PIPO",8.89,"Pinus_ponderosa",72,1.34,0
"131516",0,"2006 - Tripod","PIPO",8.382,"Pinus_ponderosa",90,0.7,0
"131517",0,"2006 - Tripod","PIPO",8.636,"Pinus_ponderosa",0,0.7,0
"131518",0,"2006 - Tripod","PIPO",20.066,"Pinus_ponderosa",19,0.43,0
"131519",0,"2006 - Tripod","PIPO",7.62,"Pinus_ponderosa",89,0.85,0
"131520",0,"2006 - Tripod","PIPO",9.398,"Pinus_ponderosa",0,0.58,0
"131521",0,"2006 - Tripod","PIPO",14.478,"Pinus_ponderosa",57,1.16,0
"131522",0,"2006 - Tripod","PIPO",13.208,"Pinus_ponderosa",86,1.86,0
"131523",0,"2006 - Tripod","PIPO",10.922,"Pinus_ponderosa",100,1.37,0
"131524",0,"2006 - Tripod","PIPO",57.912,"Pinus_ponderosa",45,2.41,0
"131525",0,"2006 - Tripod","PIPO",41.148,"Pinus_ponderosa",6,3.57,0
"131526",0,"2006 - Tripod","PIPO",14.478,"Pinus_ponderosa",100,3.02,0
"131527",1,"2006 - Tripod","PIPO",8.89,"Pinus_ponderosa",100,0.79,0
"131528",0,"2006 - Tripod","PIPO",29.464,"Pinus_ponderosa",71,1.34,0
"131529",1,"2006 - Tripod","PIPO",10.668,"Pinus_ponderosa",100,3.02,0
"131530",0,"2006 - Tripod","PIPO",34.036,"Pinus_ponderosa",64,6.77,0
"131531",0,"2006 - Tripod","PIPO",30.48,"Pinus_ponderosa",67,5.12,0
"131532",0,"2006 - Tripod","PIPO",53.594,"Pinus_ponderosa",0,0.21,0
"131533",0,"2006 - Tripod","PIPO",42.672,"Pinus_ponderosa",40,1.04,0
"131534",0,"2006 - Tripod","PIPO",47.498,"Pinus_ponderosa",68,0.67,0
"131535",1,"2006 - Tripod","PIPO",7.112,"Pinus_ponderosa",100,0.37,0
"131536",1,"2006 - Tripod","PIPO",11.43,"Pinus_ponderosa",100,0.34,0
"131537",0,"2006 - Tripod","PIPO",56.642,"Pinus_ponderosa",38,5.49,1
"131538",0,"2006 - Tripod","PIPO",40.64,"Pinus_ponderosa",62,4.72,0
"131539",0,"2006 - Tripod","PIPO",44.704,"Pinus_ponderosa",51,6.4,0
"131540",1,"2006 - Tripod","PIPO",12.446,"Pinus_ponderosa",100,1.95,0
"131541",0,"2006 - Tripod","PIPO",19.05,"Pinus_ponderosa",80,0.43,0
"131542",0,"2006 - Tripod","PIPO",9.652,"Pinus_ponderosa",75,0.79,0
"131543",0,"2006 - Tripod","PIPO",40.894,"Pinus_ponderosa",20,6.64,0
"131544",0,"2006 - Tripod","PIPO",23.876,"Pinus_ponderosa",39,1.31,0
"131545",0,"2006 - Tripod","PIPO",32.258,"Pinus_ponderosa",11,8.5,0
"131546",0,"2006 - Tripod","PIPO",41.402,"Pinus_ponderosa",17,4.88,0
"131547",0,"2006 - Tripod","PIPO",22.352,"Pinus_ponderosa",0,3.23,0
"131548",0,"2006 - Tripod","PIPO",40.386,"Pinus_ponderosa",20,3.81,0
"131549",0,"2006 - Tripod","PIPO",16.256,"Pinus_ponderosa",0,2.59,0
"131550",0,"2006 - Tripod","PIPO",20.066,"Pinus_ponderosa",46,0.18,0
"131551",0,"2006 - Tripod","PIPO",40.64,"Pinus_ponderosa",27,1.19,0
"131552",0,"2006 - Tripod","PIPO",44.704,"Pinus_ponderosa",12,2.41,0
"131553",0,"2006 - Tripod","PIPO",46.228,"Pinus_ponderosa",41,6.37,0
"131554",0,"2006 - Tripod","PIPO",39.37,"Pinus_ponderosa",70,5.91,0
"131555",0,"2006 - Tripod","PIPO",29.464,"Pinus_ponderosa",60,4.85,0
"131556",0,"2006 - Tripod","PIPO",36.576,"Pinus_ponderosa",52,5.09,0
"131557",0,"2006 - Tripod","PIPO",17.78,"Pinus_ponderosa",0,2.65,0
"131558",0,"2006 - Tripod","PIPO",52.832,"Pinus_ponderosa",0,1.65,0
"131559",0,"2006 - Tripod","PIPO",13.462,"Pinus_ponderosa",100,2.62,0
"131560",0,"2006 - Tripod","PIPO",17.272,"Pinus_ponderosa",100,3.2,0
"131561",0,"2006 - Tripod","PIPO",18.542,"Pinus_ponderosa",0,1.13,0
"131562",0,"2006 - Tripod","PIPO",30.48,"Pinus_ponderosa",0,5.18,0
"131563",0,"2006 - Tripod","PIPO",30.48,"Pinus_ponderosa",0,5.18,0
"131564",0,"2006 - Tripod","PIPO",9.144,"Pinus_ponderosa",100,1.8,0
"131565",0,"2006 - Tripod","PIPO",17.526,"Pinus_ponderosa",91,2.29,0
"131566",1,"2006 - Tripod","PIPO",24.638,"Pinus_ponderosa",100,8.14,0
"131567",1,"2006 - Tripod","PIPO",39.116,"Pinus_ponderosa",100,8.66,1
"131568",1,"2006 - Tripod","PIPO",42.164,"Pinus_ponderosa",100,15.97,1
"131569",1,"2006 - Tripod","PIPO",13.97,"Pinus_ponderosa",100,7.35,0
"131570",1,"2006 - Tripod","PIPO",16.51,"Pinus_ponderosa",100,8.14,0
"131571",1,"2006 - Tripod","PIPO",10.668,"Pinus_ponderosa",100,4.66,0
"131572",1,"2006 - Tripod","PIPO",16.764,"Pinus_ponderosa",100,4.91,0
"131573",1,"2006 - Tripod","PIPO",16.764,"Pinus_ponderosa",100,5.49,0
"131574",1,"2006 - Tripod","PIPO",22.352,"Pinus_ponderosa",100,8.78,1
"131575",0,"2006 - Tripod","PIPO",19.304,"Pinus_ponderosa",99,3.11,0
"131576",0,"2006 - Tripod","PIPO",20.066,"Pinus_ponderosa",99,3.08,0
"131577",0,"2006 - Tripod","PIPO",15.748,"Pinus_ponderosa",100,3.17,0
"131578",0,"2006 - Tripod","PIPO",13.97,"Pinus_ponderosa",92,2.16,0
"131579",0,"2006 - Tripod","PIPO",10.668,"Pinus_ponderosa",100,1.92,0
"131580",0,"2006 - Tripod","PIPO",14.224,"Pinus_ponderosa",0,0.15,0
"131581",0,"2006 - Tripod","PIPO",18.034,"Pinus_ponderosa",89,1.43,0
"131582",1,"2006 - Tripod","PIPO",13.716,"Pinus_ponderosa",0,2.71,0
"131583",0,"2006 - Tripod","PIPO",20.32,"Pinus_ponderosa",79,0,0
"131584",1,"2006 - Tripod","PIPO",12.446,"Pinus_ponderosa",100,2.8,0
"131585",1,"2006 - Tripod","PIPO",17.78,"Pinus_ponderosa",100,5.79,0
"131586",1,"2006 - Tripod","PIPO",15.494,"Pinus_ponderosa",100,0.67,0
"131587",0,"2006 - Tripod","PIPO",48.514,"Pinus_ponderosa",97,5.94,0
"131588",1,"2006 - Tripod","PIPO",7.62,"Pinus_ponderosa",100,1.98,0
"131589",0,"2006 - Tripod","PIPO",46.228,"Pinus_ponderosa",39,3.08,0
"131590",0,"2006 - Tripod","PIPO",36.83,"Pinus_ponderosa",66,4.69,0
"131591",0,"2006 - Tripod","PIPO",59.69,"Pinus_ponderosa",49,8.81,0
"131592",0,"2006 - Tripod","PIPO",34.036,"Pinus_ponderosa",97,8.38,0
"131593",1,"2006 - Tripod","PIPO",11.176,"Pinus_ponderosa",100,4.97,0
"131594",0,"2006 - Tripod","PIPO",22.352,"Pinus_ponderosa",100,4.3,0
"131595",0,"2006 - Tripod","PIPO",29.464,"Pinus_ponderosa",92,6.71,0
"131596",0,"2006 - Tripod","PIPO",46.99,"Pinus_ponderosa",70,6.74,0
"131597",0,"2006 - Tripod","PIPO",10.414,"Pinus_ponderosa",83,1.13,0
"131598",0,"2006 - Tripod","PIPO",10.16,"Pinus_ponderosa",0,0,0
"131599",0,"2006 - Tripod","PIPO",11.43,"Pinus_ponderosa",0,0,0
"131600",0,"2006 - Tripod","PIPO",19.812,"Pinus_ponderosa",100,5.82,0
"131601",0,"2006 - Tripod","PIPO",34.036,"Pinus_ponderosa",23,2.29,0
"131602",0,"2006 - Tripod","PIPO",32.512,"Pinus_ponderosa",20,2.99,0
"131603",0,"2006 - Tripod","PIPO",43.688,"Pinus_ponderosa",41,2.44,1
"131604",0,"2006 - Tripod","PIPO",52.07,"Pinus_ponderosa",43,3.26,1
"131605",1,"2006 - Tripod","PIPO",8.89,"Pinus_ponderosa",100,1.58,0
"131606",0,"2006 - Tripod","PIPO",13.208,"Pinus_ponderosa",100,2.26,0
"131607",0,"2006 - Tripod","PIPO",10.414,"Pinus_ponderosa",77,1.46,0
"131608",0,"2006 - Tripod","PIPO",13.716,"Pinus_ponderosa",76,1.1,0
"131609",1,"2006 - Tripod","PIPO",7.112,"Pinus_ponderosa",0,0.46,0
"131610",0,"2006 - Tripod","PIPO",9.398,"Pinus_ponderosa",83,0.7,0
"131611",0,"2006 - Tripod","PIPO",58.674,"Pinus_ponderosa",15,2.99,0
"131612",0,"2006 - Tripod","PIPO",64.008,"Pinus_ponderosa",0,0.94,0
"131613",0,"2006 - Tripod","PIPO",31.75,"Pinus_ponderosa",0,2.16,0
"131614",1,"2006 - Tripod","PIPO",9.144,"Pinus_ponderosa",100,2.01,0
"131615",0,"2006 - Tripod","PIPO",20.574,"Pinus_ponderosa",0,0.46,0
"131616",0,"2006 - Tripod","PIPO",17.78,"Pinus_ponderosa",0,0.24,0
"131617",0,"2006 - Tripod","PIPO",12.954,"Pinus_ponderosa",0,0.67,0
"131618",0,"2006 - Tripod","PIPO",19.812,"Pinus_ponderosa",0,0.7,0
"131619",0,"2006 - Tripod","PIPO",20.066,"Pinus_ponderosa",37,1.22,0
"131620",1,"2006 - Tripod","PIPO",5.842,"Pinus_ponderosa",100,1.98,0
"131621",0,"2006 - Tripod","PIPO",33.274,"Pinus_ponderosa",5,2.38,0
"131622",0,"2006 - Tripod","PIPO",13.462,"Pinus_ponderosa",0,1.49,0
"131623",0,"2006 - Tripod","PIPO",19.05,"Pinus_ponderosa",0,1.28,0
"131624",1,"2006 - Tripod","PIPO",8.636,"Pinus_ponderosa",100,4.15,0
"131625",0,"2006 - Tripod","PIPO",20.574,"Pinus_ponderosa",27,5.64,0
"131626",1,"2006 - Tripod","PIPO",25.4,"Pinus_ponderosa",100,8.02,0
"131627",0,"2006 - Tripod","PIPO",20.828,"Pinus_ponderosa",0,5.46,0
"131628",0,"2006 - Tripod","PIPO",17.78,"Pinus_ponderosa",0,3.17,0
"131629",0,"2006 - Tripod","PIPO",29.718,"Pinus_ponderosa",22,6,1
"131630",0,"2006 - Tripod","PIPO",12.446,"Pinus_ponderosa",0,4.97,0
"131631",0,"2006 - Tripod","PIPO",16.002,"Pinus_ponderosa",100,5.64,0
"131632",0,"2006 - Tripod","PIPO",17.526,"Pinus_ponderosa",0,3.41,0
"131633",0,"2006 - Tripod","PIPO",27.94,"Pinus_ponderosa",78,3.41,0
"131634",0,"2006 - Tripod","PIPO",25.146,"Pinus_ponderosa",0,3.93,1
"131635",0,"2006 - Tripod","PIPO",23.622,"Pinus_ponderosa",0,2.68,1
"131636",0,"2006 - Tripod","PIPO",19.304,"Pinus_ponderosa",39,2.68,1
"131637",1,"2006 - Tripod","PIPO",17.018,"Pinus_ponderosa",100,2.62,0
"131638",1,"2006 - Tripod","PIPO",8.382,"Pinus_ponderosa",100,2.41,0
"131639",0,"2006 - Tripod","PIPO",26.416,"Pinus_ponderosa",100,4.3,0
"131640",0,"2006 - Tripod","PIPO",30.734,"Pinus_ponderosa",29,3.81,0
"131641",0,"2006 - Tripod","PIPO",58.674,"Pinus_ponderosa",98,4.82,0
"131642",0,"2006 - Tripod","PIPO",34.29,"Pinus_ponderosa",90,5.61,0
"131643",0,"2006 - Tripod","PIPO",50.038,"Pinus_ponderosa",74,7.13,0
"131644",0,"2006 - Tripod","PIPO",58.928,"Pinus_ponderosa",84,6.92,0
"131645",1,"2006 - Tripod","PIPO",14.732,"Pinus_ponderosa",100,8.08,0
"131646",1,"2006 - Tripod","PIPO",13.208,"Pinus_ponderosa",100,8.5,0
"131647",1,"2006 - Tripod","PIPO",16.51,"Pinus_ponderosa",100,7.59,0
"131648",1,"2006 - Tripod","PIPO",12.7,"Pinus_ponderosa",100,5.52,0
"131649",0,"2006 - Tripod","PIPO",26.162,"Pinus_ponderosa",100,5,0
"131650",1,"2006 - Tripod","PIPO",10.414,"Pinus_ponderosa",100,2.35,0
"131651",1,"2006 - Tripod","PIPO",25.654,"Pinus_ponderosa",100,6.04,1
"131652",1,"2006 - Tripod","PIPO",17.272,"Pinus_ponderosa",100,1.92,0
"131653",1,"2006 - Tripod","PIPO",11.176,"Pinus_ponderosa",100,5.7,0
"131654",1,"2006 - Tripod","PIPO",45.212,"Pinus_ponderosa",100,12.62,0
"131655",1,"2006 - Tripod","PIPO",27.178,"Pinus_ponderosa",100,10.18,0
"131656",1,"2006 - Tripod","PIPO",13.462,"Pinus_ponderosa",100,8.23,0
"131657",1,"2006 - Tripod","PIPO",40.132,"Pinus_ponderosa",100,16.89,1
"131658",1,"2006 - Tripod","PIPO",41.148,"Pinus_ponderosa",100,16.15,0
"131659",0,"2006 - Tripod","PIPO",44.958,"Pinus_ponderosa",100,5.15,0
"131660",0,"2006 - Tripod","PIPO",9.652,"Pinus_ponderosa",79,0.27,0
"131661",0,"2006 - Tripod","PIPO",26.416,"Pinus_ponderosa",65,2.53,1
"131662",0,"2006 - Tripod","PIPO",8.89,"Pinus_ponderosa",0,0.12,0
"131663",0,"2006 - Tripod","PIPO",12.7,"Pinus_ponderosa",69,2.07,0
"131664",1,"2006 - Tripod","PIPO",36.322,"Pinus_ponderosa",100,22.22,0
"131665",1,"2006 - Tripod","PIPO",15.494,"Pinus_ponderosa",100,2.38,0
"131666",1,"2006 - Tripod","PIPO",46.736,"Pinus_ponderosa",100,4.48,0
"131667",0,"2006 - Tripod","PIPO",48.26,"Pinus_ponderosa",24,3.26,0
"131668",0,"2006 - Tripod","PIPO",21.336,"Pinus_ponderosa",97,4.45,0
"131669",0,"2006 - Tripod","PIPO",16.256,"Pinus_ponderosa",100,4.45,0
"131670",0,"2006 - Tripod","PIPO",43.688,"Pinus_ponderosa",0,5.85,0
"131671",0,"2006 - Tripod","PIPO",34.29,"Pinus_ponderosa",48,5.3,1
"131672",0,"2006 - Tripod","PIPO",55.88,"Pinus_ponderosa",0,3.2,0
"131673",0,"2006 - Tripod","PIPO",23.622,"Pinus_ponderosa",0,0.24,0
"131674",0,"2006 - Tripod","PIPO",50.8,"Pinus_ponderosa",0,0.82,0
"131675",1,"2006 - Tripod","PIPO",35.56,"Pinus_ponderosa",100,1.1,0
"131676",1,"2006 - Tripod","PIPO",25.654,"Pinus_ponderosa",100,0.79,0
"131677",1,"2006 - Tripod","PIPO",26.67,"Pinus_ponderosa",100,0.67,0
"131678",1,"2006 - Tripod","PIPO",47.244,"Pinus_ponderosa",100,0.27,0
"131679",0,"2006 - Tripod","PIPO",26.924,"Pinus_ponderosa",0,0.76,0
"131680",0,"2006 - Tripod","PIPO",35.052,"Pinus_ponderosa",0,0.52,0
"131681",1,"2006 - Tripod","PIPO",44.704,"Pinus_ponderosa",100,0.27,0
"131682",1,"2006 - Tripod","PIPO",24.13,"Pinus_ponderosa",100,0.73,0
"131683",1,"2006 - Tripod","PIPO",38.862,"Pinus_ponderosa",100,0.58,0
"131684",0,"2006 - Tripod","PIPO",69.596,"Pinus_ponderosa",0,0.12,0
"131685",0,"2006 - Tripod","PIPO",43.688,"Pinus_ponderosa",0,6.37,0
"131686",0,"2006 - Tripod","PIPO",27.432,"Pinus_ponderosa",0,8.9,0
"131687",0,"2006 - Tripod","PIPO",19.812,"Pinus_ponderosa",0,0.79,0
"131688",0,"2006 - Tripod","PIPO",37.084,"Pinus_ponderosa",0,1.31,0
"131689",0,"2006 - Tripod","PIPO",36.576,"Pinus_ponderosa",0,0.34,0
"131690",0,"2006 - Tripod","PIPO",43.688,"Pinus_ponderosa",0,0.85,0
"131691",0,"2006 - Tripod","PIPO",39.878,"Pinus_ponderosa",0,0.37,0
"131692",0,"2006 - Tripod","PIPO",55.372,"Pinus_ponderosa",0,0.24,0
"131693",0,"2006 - Tripod","PIPO",62.992,"Pinus_ponderosa",0,1.55,0
"131694",0,"2006 - Tripod","PIPO",54.102,"Pinus_ponderosa",0,2.1,0
"131695",0,"2006 - Tripod","PIPO",45.974,"Pinus_ponderosa",0,1.95,0
"131696",1,"2006 - Tripod","PIPO",10.414,"Pinus_ponderosa",100,1.16,0
"131697",0,"2006 - Tripod","PIPO",43.688,"Pinus_ponderosa",0,4.57,0
"131698",0,"2006 - Tripod","PIPO",26.67,"Pinus_ponderosa",66,2.16,0
"131699",0,"2006 - Tripod","PIPO",41.656,"Pinus_ponderosa",0,4.75,1
"131700",0,"2006 - Tripod","PIPO",30.988,"Pinus_ponderosa",0,0.12,0
"131701",0,"2006 - Tripod","PIPO",38.862,"Pinus_ponderosa",0,3.38,0
"131702",0,"2006 - Tripod","PIPO",35.56,"Pinus_ponderosa",51,3.72,0
"131703",1,"2006 - Tripod","PIPO",22.86,"Pinus_ponderosa",100,1.37,0
"131704",0,"2006 - Tripod","PIPO",53.594,"Pinus_ponderosa",41,2.77,0
"131705",0,"2006 - Tripod","PIPO",41.148,"Pinus_ponderosa",0,0.4,0
"131706",0,"2006 - Tripod","PIPO",27.94,"Pinus_ponderosa",0,0.52,0
"131707",0,"2006 - Tripod","PIPO",56.896,"Pinus_ponderosa",0,1.77,0
"131708",0,"2006 - Tripod","PIPO",42.164,"Pinus_ponderosa",0,0.58,0
"131709",0,"2006 - Tripod","PIPO",48.768,"Pinus_ponderosa",0,0.21,0
"131710",0,"2006 - Tripod","PIPO",20.828,"Pinus_ponderosa",78,2.26,0
"131711",0,"2006 - Tripod","PIPO",39.624,"Pinus_ponderosa",0,0.21,0
"131712",0,"2006 - Tripod","PIPO",47.498,"Pinus_ponderosa",0,0.3,0
"131713",0,"2006 - Tripod","PIPO",45.72,"Pinus_ponderosa",0,0.15,0
"131714",0,"2006 - Tripod","PIPO",54.61,"Pinus_ponderosa",0,0.64,0
"131715",0,"2006 - Tripod","PIPO",33.02,"Pinus_ponderosa",0,0.21,0
"131716",0,"2006 - Tripod","PIPO",13.716,"Pinus_ponderosa",0,0.15,0
"131717",0,"2006 - Tripod","PIPO",62.738,"Pinus_ponderosa",0,1.71,0
"131718",0,"2006 - Tripod","PIPO",15.494,"Pinus_ponderosa",100,3.6,0
"131719",0,"2006 - Tripod","PIPO",8.636,"Pinus_ponderosa",17,0.06,0
"131720",0,"2006 - Tripod","PIPO",10.668,"Pinus_ponderosa",95,0.43,0
"131721",1,"2006 - Tripod","PIPO",8.382,"Pinus_ponderosa",100,0.15,0
"131722",0,"2006 - Tripod","PIPO",16.51,"Pinus_ponderosa",45,0,0
"131723",1,"2006 - Tripod","PIPO",11.43,"Pinus_ponderosa",100,1.19,0
"131724",1,"2006 - Tripod","PIPO",11.684,"Pinus_ponderosa",100,2.44,0
"131725",0,"2006 - Tripod","PIPO",26.924,"Pinus_ponderosa",92,3.02,0
"131726",1,"2006 - Tripod","PIPO",16.764,"Pinus_ponderosa",100,2.56,0
"131727",0,"2006 - Tripod","PIPO",32.004,"Pinus_ponderosa",81,3.87,0
"131728",0,"2006 - Tripod","PIPO",25.654,"Pinus_ponderosa",83,6.68,0
"131729",0,"2006 - Tripod","PIPO",13.462,"Pinus_ponderosa",93,6.22,0
"131730",1,"2006 - Tripod","PIPO",15.748,"Pinus_ponderosa",100,6.98,0
"131731",0,"2006 - Tripod","PIPO",16.256,"Pinus_ponderosa",88,5.24,0
"131732",0,"2006 - Tripod","PIPO",11.176,"Pinus_ponderosa",0,0,0
"131733",0,"2006 - Tripod","PIPO",7.62,"Pinus_ponderosa",0,0,0
"131734",0,"2006 - Tripod","PIPO",10.16,"Pinus_ponderosa",85,0.55,0
"131735",0,"2006 - Tripod","PIPO",11.43,"Pinus_ponderosa",90,0.37,0
"131736",1,"2006 - Tripod","PIPO",15.494,"Pinus_ponderosa",100,1.77,0
"131737",1,"2006 - Tripod","PIPO",15.494,"Pinus_ponderosa",100,1.77,0
"131738",1,"2006 - Tripod","PIPO",10.16,"Pinus_ponderosa",100,1.4,0
"131739",0,"2006 - Tripod","PIPO",33.528,"Pinus_ponderosa",100,3.26,0
"131740",1,"2006 - Tripod","PIPO",18.542,"Pinus_ponderosa",100,4.08,0
"131741",0,"2006 - Tripod","PIPO",30.734,"Pinus_ponderosa",99,2.96,0
"131742",1,"2006 - Tripod","PIPO",10.16,"Pinus_ponderosa",100,3.6,0
"131743",0,"2006 - Tripod","PIPO",12.192,"Pinus_ponderosa",98,1.16,0
"131744",0,"2006 - Tripod","PIPO",12.7,"Pinus_ponderosa",100,1.37,0
"131745",0,"2006 - Tripod","PIPO",12.954,"Pinus_ponderosa",100,1.62,0
"131746",0,"2006 - Tripod","PIPO",12.446,"Pinus_ponderosa",100,1.01,0
"131747",0,"2006 - Tripod","PIPO",18.288,"Pinus_ponderosa",99,1.8,0
"131748",1,"2006 - Tripod","PIPO",18.034,"Pinus_ponderosa",100,3.11,0
"131749",1,"2006 - Tripod","PIPO",67.31,"Pinus_ponderosa",100,9.51,0
"131750",1,"2006 - Tripod","PIPO",28.956,"Pinus_ponderosa",100,5.58,0
"131751",1,"2006 - Tripod","PIPO",19.05,"Pinus_ponderosa",100,4.63,0
"131752",1,"2006 - Tripod","PIPO",24.892,"Pinus_ponderosa",100,3.81,0
"131753",1,"2006 - Tripod","PIPO",10.668,"Pinus_ponderosa",100,1.89,0
